onset	duration	value	accuracy	response_time	trial_type
6.507	1.6	+	NA	0	TwoBack_fix
8.124	1.484	V	NA	0	TwoBack_na
9.625	1.683	P	NA	0	TwoBack_na
11.325	1.784	F	0	0	TwoBack_NonTarget
13.126	1.483	P	1	673	TwoBack_Target
14.626	1.784	H	0	0	TwoBack_NonTarget
16.427	1.383	V	0	0	TwoBack_NonTarget
17.844	1.867	N	1	794	TwoBack_NonTarget
19.728	1.683	V	0	487	TwoBack_Target
21.428	1.584	C	1	899	TwoBack_NonTarget
23.029	1.783	D	1	1034	TwoBack_NonTarget
24.829	1.584	N	1	761	TwoBack_NonTarget
26.43	1.883	D	1	845	TwoBack_Target
28.33	1.884	K	1	1208	TwoBack_NonTarget
30.231	1.783	P	1	536	TwoBack_NonTarget
32.031	1.984	+	NA	0	TwoBack_fix
34.032	1.383	K	0	0	TwoBack_Target
35.432	1.884	F	1	241	TwoBack_NonTarget
37.333	1.683	Q	1	827	TwoBack_NonTarget
39.033	1.984	F	0	0	TwoBack_Target
41.034	1.683	S	1	980	TwoBack_NonTarget
42.734	1.484	T	1	1302	TwoBack_NonTarget
44.235	1.483	D	0	0	TwoBack_NonTarget
45.735	1.684	T	0	0	TwoBack_Target
47.436	1.783	C	1	516	TwoBack_NonTarget
49.236	1.684	M	1	500	TwoBack_NonTarget
50.937	1.983	C	0	817	TwoBack_Target
52.937	1.984	K	0	0	TwoBack_NonTarget
54.938	1.583	S	1	663	TwoBack_NonTarget
56.538	1.684	P	1	889	TwoBack_NonTarget
58.239	1.483	S	1	763	TwoBack_Target
59.739	1.884	W	1	880	TwoBack_NonTarget
61.64	1.383	S	0	1127	TwoBack_Target
63.04	1.384	+	NA	0	TwoBack_fix
64.441	1.683	B	0	0	TwoBack_NonTarget
66.141	1.484	Z	1	873	TwoBack_NonTarget
67.641	1.384	B	0	0	TwoBack_Target
69.042	1.683	Z	1	52	TwoBack_Target
70.742	1.384	B	0	0	TwoBack_Target
72.143	1.783	K	0	134	TwoBack_NonTarget
73.943	1.584	L	1	1101	TwoBack_NonTarget
75.544	1.383	D	0	0	TwoBack_NonTarget
76.944	1.484	W	1	110	TwoBack_NonTarget
78.445	1.383	D	1	856	TwoBack_Target
79.845	1.983	P	1	1087	TwoBack_NonTarget
81.846	1.683	P	0	0	TwoBack_NonTarget
83.546	1.984	P	0	355	TwoBack_Target
85.547	1.483	M	1	800	TwoBack_NonTarget
87.047	1.484	R	1	657	TwoBack_NonTarget
88.547	1.784	H	1	694	TwoBack_NonTarget
90.348	1.583	R	1	507	TwoBack_Target
91.948	1.784	Z	1	610	TwoBack_NonTarget
93.749	1.383	D	1	497	TwoBack_NonTarget
95.149	1.984	G	1	687	TwoBack_NonTarget
97.15	1.883	D	0	0	TwoBack_Target
99.05	1.684	T	1	430	TwoBack_NonTarget
100.751	1.383	Y	1	551	TwoBack_NonTarget
102.151	1.884	T	1	645	TwoBack_Target
104.052	1.483	C	1	593	TwoBack_NonTarget
105.552	1.384	+	NA	0	TwoBack_fix
106.953	1.683	K	1	558	TwoBack_NonTarget
108.653	1.484	D	1	1000	TwoBack_NonTarget
110.154	1.683	K	0	1342	TwoBack_Target
111.854	1.984	B	0	0	TwoBack_NonTarget
113.855	1.683	V	1	953	TwoBack_NonTarget
115.555	1.884	Z	1	665	TwoBack_NonTarget
117.456	1.983	V	0	0	TwoBack_Target
119.456	1.584	Z	0	0	TwoBack_Target
121.057	1.583	V	1	848	TwoBack_Target
122.657	1.984	P	1	1223	TwoBack_NonTarget
124.658	1.883	H	1	572	TwoBack_NonTarget
126.558	1.584	P	1	572	TwoBack_Target
128.159	1.783	T	1	731	TwoBack_NonTarget
129.959	1.584	P	0	939	TwoBack_Target
131.56	1.683	H	1	901	TwoBack_NonTarget
133.26	1.984	H	1	1205	TwoBack_NonTarget
135.261	1.483	H	0	649	TwoBack_Target
136.761	1.884	C	1	1122	TwoBack_NonTarget
138.662	1.683	D	1	1184	TwoBack_NonTarget
140.362	1.484	J	1	1134	TwoBack_NonTarget
141.863	1.583	P	1	1029	TwoBack_NonTarget
143.463	1.784	J	0	0	TwoBack_Target
145.264	1.783	+	NA	0	TwoBack_fix
147.064	1.384	D	1	630	TwoBack_NonTarget
148.465	1.783	Q	0	0	TwoBack_NonTarget
150.265	1.984	D	1	736	TwoBack_Target
152.266	1.583	Q	0	0	TwoBack_Target
153.866	1.584	F	1	527	TwoBack_NonTarget
155.467	1.783	Z	1	682	TwoBack_NonTarget
157.267	1.584	T	1	960	TwoBack_NonTarget
158.868	1.883	Z	0	898	TwoBack_Target
160.768	1.884	M	1	992	TwoBack_NonTarget
162.669	1.883	D	1	492	TwoBack_NonTarget
164.569	1.784	J	1	671	TwoBack_NonTarget
166.37	1.383	D	1	544	TwoBack_Target
167.77	1.784	W	1	872	TwoBack_NonTarget
169.571	1.983	D	0	888	TwoBack_Target
171.571	1.584	+	NA	0	TwoBack_fix
179.157	1.4	+	NA	0	OneBack_fix
180.574	1.683	Q	NA	0	OneBack_na
182.274	1.484	C	0	0	OneBack_NonTarget
183.775	1.383	C	0	427	OneBack_Target
185.175	1.384	F	1	1014	OneBack_NonTarget
186.576	1.683	T	1	835	OneBack_NonTarget
188.276	1.684	W	1	563	OneBack_NonTarget
189.977	1.383	H	1	615	OneBack_NonTarget
191.377	1.883	H	1	748	OneBack_Target
193.277	1.484	H	1	794	OneBack_Target
194.778	1.983	R	1	500	OneBack_NonTarget
196.778	1.984	+	NA	0	OneBack_fix
198.779	1.484	Q	1	1303	OneBack_NonTarget
200.279	1.584	P	1	474	OneBack_NonTarget
201.88	1.383	P	1	448	OneBack_Target
203.28	1.684	K	1	854	OneBack_NonTarget
204.981	1.983	H	1	710	OneBack_NonTarget
206.981	1.884	H	1	536	OneBack_Target
208.882	1.983	+	NA	0	OneBack_fix
