onset	duration	value	accuracy	response_time	trial_type
3.998	6.401	E	1	1401	vowcon_na
10.5	6.399	e	1	955	vowcon_repeat
17.002	4.897	T	1	1061	vowcon_repeat
22.004	7.395	a	1	843	vowcon_repeat
29.506	8.893	R	1	1725	upplow_switch
38.508	4.391	E	1	939	upplow_repeat
43.01	3.389	T	1	1069	vowcon_switch
46.511	5.388	A	1	839	vowcon_repeat
52.012	5.887	u	1	1163	upplow_switch
57.998	6.901	U	1	1272	vowcon_switch
64.999	4.4	F	1	943	vowcon_repeat
69.501	3.898	t	1	1049	upplow_switch
73.502	5.897	I	1	928	vowcon_switch
79.504	7.895	U	1	1294	upplow_switch
87.506	6.393	t	1	1036	vowcon_switch
94.008	6.891	M	1	1214	vowcon_repeat
101.01	4.889	R	1	1068	upplow_switch
106.011	5.888	M	1	1043	upplow_repeat
111.998	7.901	r	1	1544	vowcon_switch
119.999	7.4	T	1	1167	upplow_switch
127.501	8.898	e	1	1201	upplow_repeat
136.504	3.395	I	1	1326	upplow_repeat
140.005	6.394	R	1	857	upplow_repeat
146.506	3.393	A	1	1044	vowcon_switch
150.007	6.392	R	1	959	upplow_switch
156.509	6.89	F	0	0	upplow_repeat
163.511	5.388	+	NA	0	_fix
168.998	3.901	a	1	831	upplow_repeat
172.998	3.401	E	1	983	vowcon_switch
176.498	3.901	r	1	1267	vowcon_repeat
180.5	5.899	f	1	905	vowcon_repeat
186.501	8.898	i	1	986	upplow_switch
195.504	8.395	m	1	861	vowcon_switch
204.006	5.893	u	1	1239	vowcon_repeat
210.008	9.391	I	1	1005	vowcon_repeat
219.511	5.888	e	1	798	vowcon_repeat
225.513	8.386	+	NA	0	_fix
233.998	5.401	a	1	1071	upplow_switch
239.5	5.399	I	1	1417	upplow_repeat
245.002	6.397	r	1	1211	vowcon_switch
251.504	6.395	r	1	884	upplow_switch
258.005	8.894	f	1	863	upplow_repeat
267.008	4.391	u	1	868	vowcon_switch
271.509	8.39	m	1	975	upplow_switch
280.012	8.387	r	1	872	upplow_repeat
288.498	6.901	F	1	1146	vowcon_switch
295.5	7.899	R	1	1008	upplow_switch
303.502	9.397	u	1	854	upplow_repeat
313.005	7.394	a	1	847	upplow_repeat
320.507	7.892	e	1	1369	vowcon_switch
328.509	6.39	m	1	807	vowcon_repeat
335.011	3.888	E	1	1225	upplow_switch
339.012	5.887	+	NA	0	_fix
344.998	5.401	A	1	1030	upplow_repeat
350.499	7.4	E	1	961	upplow_repeat
358.001	7.398	r	1	850	vowcon_switch
365.503	6.896	i	1	852	upplow_switch
372.505	6.894	f	1	682	upplow_repeat
379.507	6.892	+	NA	0	_fix
386.509	9.39	u	1	806	upplow_repeat
396.012	5.387	i	1	1287	vowcon_switch
401.498	4.401	R	1	1121	vowcon_repeat
405.998	4.901	M	1	1021	upplow_switch
411	4.899	t	1	1003	upplow_repeat
416.001	9.398	A	1	1034	vowcon_switch
425.504	7.395	+	NA	0	_fix
