onset	duration	value	accuracy	response_time	trial_type
4.007	6.393	E	1	2591	vowcon_na
10.508	4.392	e	1	1471	vowcon_repeat
15.01	8.89	T	1	1448	vowcon_repeat
24.012	4.888	a	1	1471	vowcon_repeat
29.014	7.886	R	1	3422	upplow_switch
36.999	7.901	E	1	1383	upplow_repeat
45.002	3.398	T	1	1417	vowcon_switch
48.503	3.897	A	1	1236	vowcon_repeat
52.504	5.896	u	1	1881	upplow_switch
58.505	4.395	U	1	1273	vowcon_switch
63.007	9.393	F	1	1762	vowcon_repeat
72.509	6.391	t	1	1691	upplow_switch
79.011	6.889	I	1	1559	vowcon_switch
86.013	6.887	U	1	1965	upplow_switch
92.999	3.901	t	1	1453	vowcon_switch
97	7.4	M	1	2082	vowcon_repeat
104.502	5.398	R	1	1676	upplow_switch
110.003	6.897	M	1	1891	upplow_repeat
117.005	5.895	r	1	2204	vowcon_switch
123.007	9.393	T	1	1179	upplow_switch
132.51	5.39	e	1	1528	upplow_repeat
138.011	5.889	I	1	1135	upplow_repeat
144.013	3.887	R	1	1364	upplow_repeat
147.999	8.401	A	1	1299	vowcon_switch
156.5	3.4	R	1	1590	upplow_switch
160.001	6.899	F	1	1496	upplow_repeat
167.003	8.397	+	NA	0	_fix
175.505	7.395	a	0	1477	upplow_repeat
183.007	8.393	E	1	1413	vowcon_switch
191.51	6.39	r	1	1247	vowcon_repeat
198.011	7.389	f	1	1776	vowcon_repeat
205.514	5.386	i	1	1424	upplow_switch
210.999	8.901	m	1	1476	vowcon_switch
220.001	6.899	u	1	1759	vowcon_repeat
227.003	5.897	I	1	2006	vowcon_repeat
233.005	5.895	e	1	1292	vowcon_repeat
239.006	8.894	+	NA	0	_fix
248.009	6.891	a	1	1557	upplow_switch
255.011	9.389	I	1	1981	upplow_repeat
264.514	4.886	r	1	1939	vowcon_switch
269.499	8.401	r	1	1593	upplow_switch
278.001	4.899	f	1	1521	upplow_repeat
283.002	3.898	u	1	1839	vowcon_switch
287.003	6.397	m	1	1270	upplow_switch
293.505	5.895	r	1	1922	upplow_repeat
299.507	7.393	F	1	1557	vowcon_switch
307.009	4.391	R	1	1655	upplow_switch
311.51	3.39	u	1	2275	upplow_repeat
315.011	7.889	a	1	1286	upplow_repeat
323.014	9.386	e	1	1365	vowcon_switch
332.5	7.4	m	1	1151	vowcon_repeat
340.002	6.398	E	1	1718	upplow_switch
346.503	5.397	+	NA	0	_fix
352.005	6.395	A	1	1772	upplow_repeat
358.507	6.893	E	1	1101	upplow_repeat
365.509	4.891	r	1	1945	vowcon_switch
370.51	3.39	i	1	1424	upplow_switch
374.011	5.889	f	1	1084	upplow_repeat
380.013	5.387	+	NA	0	_fix
385.499	5.401	u	1	1425	upplow_repeat
390.999	6.401	i	1	1487	vowcon_switch
397.501	8.899	R	1	2157	vowcon_repeat
406.504	7.896	M	1	1612	upplow_switch
414.506	7.394	t	1	1092	upplow_repeat
422.008	6.392	A	1	1389	vowcon_switch
428.51	4.39	+	NA	0	_fix
