onset	duration	value	accuracy	response_time	trial_type
3.999	1.4	X	1	511	first_go
5.499	1.2	H	1	0	first_nogo
6.8	1.199	+	NA	0	first_fix
8.1	1.799	X	1	407	first_go
10.001	1.798	A	1	0	first_nogo
11.901	1.198	O	1	0	first_nogo
13.202	1.297	X	1	456	first_go
14.602	1.697	+	NA	0	first_fix
16.403	1.696	P	1	0	first_nogo
18.203	1.496	S	1	0	first_nogo
19.804	1.595	T	1	0	first_nogo
21.504	1.695	X	1	410	first_go
23.304	1.495	X	1	475	first_go
24.905	1.194	L	1	0	first_nogo
26.205	1.794	G	1	0	first_nogo
28.106	1.793	P	1	0	first_nogo
30.006	1.593	C	1	0	first_nogo
31.707	1.192	M	1	0	first_nogo
33.007	1.192	F	1	0	first_nogo
34.308	1.191	X	1	410	first_go
35.608	1.791	X	1	464	first_go
37.509	1.39	X	1	422	first_go
39.009	1.69	H	1	0	first_nogo
40.809	1.69	X	1	599	first_go
42.61	1.489	S	1	0	first_nogo
44.21	1.789	D	1	0	first_nogo
46.111	1.588	G	1	0	first_nogo
47.811	1.388	P	1	0	first_nogo
49.312	1.187	+	NA	0	first_fix
50.612	1.787	N	1	0	first_nogo
52.513	1.286	X	1	410	first_go
53.898	1.501	U	1	0	first_nogo
55.498	1.501	A	1	0	first_nogo
57.098	1.501	Q	1	0	first_nogo
58.698	1.501	T	1	0	first_nogo
60.298	1.301	Q	1	0	first_nogo
61.699	1.5	X	1	462	first_go
63.299	1.3	J	1	0	first_nogo
64.7	1.399	B	1	0	first_nogo
66.2	1.599	X	1	430	first_go
67.9	1.299	A	1	0	first_nogo
69.301	1.498	L	1	0	first_nogo
70.901	1.398	B	1	0	first_nogo
72.402	1.497	U	1	0	first_nogo
74.002	1.497	B	1	0	first_nogo
75.603	1.396	I	1	0	first_nogo
77.103	1.196	Q	1	0	first_nogo
78.403	1.296	O	1	0	first_nogo
79.804	1.195	+	NA	0	first_fix
81.104	1.795	X	1	375	first_go
83.005	1.194	X	1	455	first_go
84.305	1.494	X	1	401	first_go
85.906	1.193	U	1	0	first_nogo
87.206	1.593	F	1	0	first_nogo
88.906	1.593	R	1	0	first_nogo
90.607	1.292	+	NA	0	first_fix
92.007	1.692	O	1	0	first_nogo
93.808	1.391	X	1	429	first_go
95.308	1.591	H	1	0	first_nogo
97.009	1.39	G	1	0	first_nogo
98.509	1.59	D	1	0	first_nogo
100.21	1.489	C	1	0	first_nogo
101.81	1.489	X	1	486	first_go
103.41	1.789	M	1	0	first_nogo
105.311	1.388	X	1	459	first_go
106.811	1.188	M	1	0	first_nogo
108.112	1.487	E	1	0	first_nogo
109.712	1.287	L	1	0	first_nogo
111.113	1.186	F	1	0	first_nogo
112.398	1.301	C	1	0	first_nogo
113.798	1.401	E	1	0	first_nogo
115.298	1.601	E	1	0	first_nogo
116.998	1.701	I	1	0	first_nogo
118.798	1.201	N	1	0	first_nogo
120.099	1.8	N	1	0	first_nogo
121.999	1.2	D	1	0	first_nogo
123.299	1.6	X	1	449	first_go
125	1.499	I	1	0	first_nogo
126.6	1.699	T	1	0	first_nogo
128.401	1.398	J	1	0	first_nogo
129.901	1.198	R	1	0	first_nogo
131.202	1.197	S	1	0	first_nogo
132.502	1.197	X	1	456	first_go
133.802	1.297	+	NA	0	first_fix
135.203	1.296	J	1	0	first_nogo
136.603	1.696	R	1	0	first_nogo
138.404	1.695	X	1	546	second_go
140.204	1.495	A	1	0	second_nogo
141.805	1.494	X	1	452	second_go
143.405	1.194	P	1	0	second_nogo
144.706	1.793	X	1	506	second_go
