onset	duration	value	accuracy	response_time	trial_type
4.011	1.787	X	1	403	first_go
5.897	1.401	X	1	331	first_go
7.397	1.401	X	1	360	first_go
8.897	1.201	Q	1	0	first_nogo
10.197	1.801	E	1	0	first_nogo
12.097	1.301	A	1	0	first_nogo
13.497	1.201	S	1	0	first_nogo
14.798	1.3	X	1	441	first_go
16.198	1.8	A	1	0	first_nogo
18.099	1.399	D	1	0	first_nogo
19.599	1.399	D	1	0	first_nogo
21.099	1.399	X	1	291	first_go
22.6	1.198	N	1	0	first_nogo
23.9	1.798	X	1	371	first_go
25.801	1.697	X	1	438	first_go
27.601	1.497	X	1	330	first_go
29.202	1.496	X	1	303	first_go
30.802	1.696	X	1	325	first_go
32.603	1.395	X	1	266	first_go
34.103	1.695	F	0	326	first_nogo
35.904	1.394	X	1	452	first_go
37.404	1.794	X	1	501	first_go
39.305	1.393	X	1	265	first_go
40.805	1.193	+	NA	0	first_fix
42.105	1.693	+	NA	0	first_fix
43.906	1.592	X	1	380	first_go
45.606	1.492	X	1	408	first_go
47.207	1.491	X	1	306	first_go
48.807	1.591	X	1	313	first_go
50.508	1.59	X	1	276	first_go
52.208	1.39	R	1	0	first_nogo
53.709	1.689	J	1	0	first_nogo
55.509	1.589	X	1	286	first_go
57.21	1.688	X	1	352	first_go
59.01	1.288	+	NA	0	first_fix
60.411	1.387	X	1	309	first_go
61.911	1.187	X	1	314	first_go
63.211	1.287	X	1	308	first_go
64.612	1.186	L	1	0	first_nogo
65.897	1.701	H	1	0	first_nogo
67.697	1.301	X	1	486	first_go
69.097	1.201	X	1	344	first_go
70.397	1.301	X	1	312	first_go
71.797	1.801	X	1	355	first_go
73.698	1.2	X	1	422	first_go
74.998	1.3	X	1	358	first_go
76.398	1.8	X	1	276	first_go
78.299	1.299	+	NA	0	first_fix
79.699	1.199	L	1	0	first_nogo
81	1.398	N	1	0	first_nogo
82.5	1.598	X	1	494	first_go
84.201	1.597	X	1	387	first_go
85.901	1.797	X	1	306	first_go
87.802	1.596	X	1	292	first_go
89.502	1.496	X	1	286	first_go
91.103	1.195	X	1	283	first_go
92.403	1.295	X	1	298	first_go
93.803	1.695	X	1	289	first_go
95.604	1.194	B	1	0	first_nogo
96.904	1.694	X	1	287	first_go
98.705	1.793	J	1	0	first_nogo
100.605	1.793	X	1	291	first_go
102.506	1.592	X	1	297	first_go
104.206	1.492	R	1	0	first_nogo
105.807	1.491	+	NA	0	first_fix
107.407	1.491	O	1	0	first_nogo
109.008	1.59	E	1	0	first_nogo
110.708	1.69	X	1	343	first_go
112.509	1.389	X	1	348	first_go
114.009	1.789	X	1	327	first_go
115.91	1.188	U	1	0	first_nogo
117.21	1.488	C	1	0	first_nogo
118.81	1.688	S	1	0	first_nogo
120.611	1.287	X	1	294	first_go
122.011	1.487	X	1	415	first_go
123.612	1.786	X	1	316	first_go
125.497	1.201	X	1	286	first_go
126.797	1.701	X	1	304	first_go
128.597	1.601	X	1	272	first_go
130.297	1.201	+	NA	0	first_fix
131.597	1.301	X	1	296	first_go
132.998	1.7	X	1	306	first_go
134.798	1.4	O	1	0	first_nogo
136.299	1.299	X	1	361	first_go
137.699	1.499	X	1	326	first_go
139.299	1.699	X	1	321	first_go
141.1	1.298	M	0	275	first_nogo
142.5	1.198	X	1	317	first_go
143.801	1.597	X	1	363	first_go
145.501	1.397	X	1	284	first_go
147.002	1.196	+	NA	0	first_fix
148.302	1.296	X	1	359	first_go
149.702	1.496	X	1	317	first_go
151.303	1.395	X	1	273	first_go
152.803	1.195	X	1	266	first_go
154.104	1.494	X	1	269	first_go
155.704	1.394	X	1	331	first_go
157.205	1.193	U	1	0	first_nogo
158.505	1.293	X	1	368	first_go
159.905	1.793	X	1	313	first_go
161.806	1.492	X	1	280	first_go
163.406	1.592	X	1	250	first_go
165.107	1.591	X	1	220	first_go
166.807	1.391	X	1	276	first_go
168.308	1.79	X	1	260	first_go
170.208	1.79	X	1	227	first_go
172.109	1.589	T	0	230	first_nogo
173.809	1.789	X	1	310	first_go
175.71	1.488	X	1	325	first_go
177.31	1.488	X	1	300	first_go
178.911	1.787	X	1	286	first_go
180.811	1.387	X	1	347	first_go
182.312	1.686	X	1	309	first_go
184.097	1.701	I	0	361	first_nogo
185.897	1.501	X	1	291	first_go
187.497	1.301	X	1	259	first_go
188.897	1.501	X	1	278	first_go
190.497	1.401	Q	1	0	first_nogo
191.998	1.7	X	1	398	first_go
193.798	1.3	H	1	0	first_nogo
195.199	1.199	X	1	325	first_go
196.499	1.599	X	1	327	first_go
198.199	1.199	X	1	400	first_go
199.5	1.198	X	1	442	first_go
200.8	1.398	X	1	410	first_go
202.301	1.397	X	1	358	first_go
203.801	1.597	I	1	0	first_nogo
205.502	1.796	P	1	0	first_nogo
207.402	1.396	X	1	397	first_go
208.902	1.796	X	1	407	first_go
210.803	1.195	X	1	308	first_go
212.103	1.795	+	NA	0	first_fix
214.004	1.594	X	1	357	first_go
215.704	1.494	G	1	0	first_nogo
217.305	1.593	X	1	374	first_go
219.005	1.193	T	1	0	first_nogo
220.306	1.792	X	1	360	first_go
222.206	1.492	M	1	0	first_nogo
223.807	1.591	X	1	430	first_go
225.507	1.591	X	1	313	first_go
227.208	1.79	X	1	381	first_go
229.108	1.79	+	NA	0	first_fix
231.009	1.389	X	1	345	first_go
232.509	1.589	X	1	340	first_go
234.21	1.388	C	1	0	first_nogo
235.71	1.188	X	1	329	first_go
237.01	1.288	+	NA	0	first_fix
238.411	1.787	X	1	340	first_go
240.311	1.487	X	1	305	first_go
241.897	1.401	+	NA	0	first_fix
243.397	1.801	B	1	0	first_nogo
245.297	1.801	X	1	327	first_go
247.197	1.401	X	1	343	first_go
248.697	1.601	X	1	319	first_go
250.398	1.7	F	1	0	first_nogo
252.198	1.5	G	1	0	first_nogo
253.798	1.3	X	1	378	first_go
255.199	1.499	X	1	340	first_go
256.799	1.199	X	1	374	first_go
258.1	1.398	X	1	295	first_go
259.6	1.798	X	1	325	first_go
261.501	1.497	X	1	280	first_go
263.101	1.497	X	1	257	first_go
264.702	1.396	X	1	290	first_go
266.202	1.696	X	1	274	first_go
268.003	1.795	X	1	240	first_go
269.903	1.295	X	1	272	first_go
271.303	1.795	X	1	247	first_go
273.204	1.194	X	1	268	first_go
274.504	1.694	P	1	0	first_nogo
276.305	1.693	X	1	344	first_go
278.105	1.493	+	NA	0	first_fix
279.706	1.692	C	1	0	second_nogo
281.506	1.192	N	1	0	second_nogo
282.807	1.691	R	1	0	second_nogo
284.607	1.291	J	1	0	second_nogo
286.008	1.59	X	1	439	second_go
287.708	1.29	+	NA	0	second_fix
289.108	1.69	Q	1	0	second_nogo
290.909	1.289	+	NA	0	second_fix
292.309	1.489	U	1	0	second_nogo
293.91	1.588	T	1	0	second_nogo
295.61	1.388	H	1	0	second_nogo
