onset	duration	value	accuracy	response_time	trial_type
6.508	1.7	+	NA	0	OneBack_fix
8.225	1.583	Q	NA	0	OneBack_na
9.825	1.484	C	1	564	OneBack_NonTarget
11.326	1.783	C	0	595	OneBack_Target
13.126	1.584	F	1	754	OneBack_NonTarget
14.727	1.783	T	1	694	OneBack_NonTarget
16.527	1.684	W	1	540	OneBack_NonTarget
18.228	1.583	H	1	537	OneBack_NonTarget
19.828	1.384	H	0	681	OneBack_Target
21.229	1.683	H	1	565	OneBack_Target
22.929	1.483	R	1	578	OneBack_NonTarget
24.429	1.984	+	NA	0	OneBack_fix
26.43	1.883	Q	1	707	OneBack_NonTarget
28.331	1.383	P	1	552	OneBack_NonTarget
29.731	1.783	P	1	628	OneBack_Target
31.531	1.384	K	1	560	OneBack_NonTarget
32.932	1.683	H	0	681	OneBack_NonTarget
34.632	1.584	H	1	623	OneBack_Target
36.233	1.383	+	NA	0	OneBack_fix
37.633	1.884	K	1	653	OneBack_NonTarget
39.534	1.583	K	1	803	OneBack_Target
41.134	1.984	H	1	982	OneBack_NonTarget
43.135	1.983	W	1	790	OneBack_NonTarget
45.135	1.984	T	1	596	OneBack_NonTarget
47.136	1.683	W	1	1050	OneBack_NonTarget
48.836	1.684	W	1	741	OneBack_Target
50.537	1.483	S	1	628	OneBack_NonTarget
52.037	1.984	T	1	680	OneBack_NonTarget
54.038	1.583	+	NA	0	OneBack_fix
55.638	1.584	M	0	580	OneBack_NonTarget
57.239	1.583	M	1	845	OneBack_Target
58.839	1.684	P	1	457	OneBack_NonTarget
60.54	1.783	P	1	725	OneBack_Target
62.34	1.884	G	1	654	OneBack_NonTarget
64.241	1.883	Z	1	604	OneBack_NonTarget
66.141	1.684	V	1	626	OneBack_NonTarget
67.842	1.583	V	1	780	OneBack_Target
69.442	1.784	N	1	807	OneBack_NonTarget
71.243	1.783	B	1	633	OneBack_NonTarget
73.043	1.584	T	1	551	OneBack_NonTarget
74.644	1.783	T	1	699	OneBack_Target
76.444	1.484	D	1	590	OneBack_NonTarget
77.945	1.883	V	1	862	OneBack_NonTarget
79.845	1.484	B	1	544	OneBack_NonTarget
81.346	1.883	B	1	508	OneBack_Target
83.246	1.584	B	1	554	OneBack_Target
84.847	1.783	R	1	711	OneBack_NonTarget
86.647	1.784	D	1	462	OneBack_NonTarget
88.448	1.883	K	1	640	OneBack_NonTarget
90.348	1.884	P	1	534	OneBack_NonTarget
92.249	1.483	P	1	1079	OneBack_Target
93.749	1.984	D	1	645	OneBack_NonTarget
95.75	1.483	D	1	651	OneBack_Target
97.25	1.584	D	1	548	OneBack_Target
98.851	1.683	D	1	518	OneBack_Target
100.551	1.784	D	1	538	OneBack_Target
102.352	1.983	F	1	635	OneBack_NonTarget
104.352	1.884	F	0	0	OneBack_Target
106.253	1.383	N	0	528	OneBack_NonTarget
107.653	1.484	+	NA	0	OneBack_fix
109.154	1.483	J	1	397	OneBack_NonTarget
110.654	1.384	Z	1	399	OneBack_NonTarget
112.055	1.883	S	1	400	OneBack_NonTarget
