onset	duration	value	accuracy	response_time	trial_type
6.504	1.9	+	NA	0	ZeroBack_fix
8.421	1.983	M	1	457	ZeroBack_NonTarget
10.421	1.484	X	1	497	ZeroBack_Target
11.922	1.883	N	1	524	ZeroBack_NonTarget
13.822	1.684	V	1	656	ZeroBack_NonTarget
15.523	1.683	F	1	491	ZeroBack_NonTarget
17.223	1.684	D	1	487	ZeroBack_NonTarget
18.924	1.883	X	1	482	ZeroBack_Target
20.824	1.784	W	1	438	ZeroBack_NonTarget
22.625	1.783	N	1	397	ZeroBack_NonTarget
24.425	1.684	X	1	541	ZeroBack_Target
26.126	1.583	Q	1	416	ZeroBack_NonTarget
27.726	1.884	Q	1	496	ZeroBack_NonTarget
29.627	1.883	X	1	523	ZeroBack_Target
31.528	1.483	L	1	350	ZeroBack_NonTarget
33.028	1.883	+	NA	0	ZeroBack_fix
34.928	1.584	F	0	710	ZeroBack_NonTarget
36.529	1.683	Z	1	469	ZeroBack_NonTarget
38.229	1.984	J	1	513	ZeroBack_NonTarget
40.23	1.584	H	0	840	ZeroBack_NonTarget
41.831	1.783	V	1	455	ZeroBack_NonTarget
43.631	1.384	F	1	559	ZeroBack_NonTarget
45.031	1.484	X	0	391	ZeroBack_Target
46.532	1.783	X	1	578	ZeroBack_Target
48.332	1.784	P	1	378	ZeroBack_NonTarget
50.133	1.983	B	1	561	ZeroBack_NonTarget
52.133	1.384	S	1	545	ZeroBack_NonTarget
53.534	1.483	X	1	480	ZeroBack_Target
55.034	1.584	X	1	388	ZeroBack_Target
56.635	1.583	D	1	643	ZeroBack_NonTarget
58.235	1.584	X	1	547	ZeroBack_Target
59.836	1.383	P	1	426	ZeroBack_NonTarget
61.236	1.884	X	1	562	ZeroBack_Target
63.137	1.783	J	1	477	ZeroBack_NonTarget
64.937	1.484	D	1	453	ZeroBack_NonTarget
66.438	1.683	B	1	471	ZeroBack_NonTarget
68.138	1.584	+	NA	0	ZeroBack_fix
69.739	1.883	X	1	530	ZeroBack_Target
71.639	1.484	L	1	535	ZeroBack_NonTarget
73.14	1.583	V	1	546	ZeroBack_NonTarget
74.74	1.384	C	1	569	ZeroBack_NonTarget
